,id,avatar_prompt_id,identifier,response_text,response_score,response_feedback,comment,id,turk_response_text,prompt_type,assignment,identifier,comment,response_round_score
975,22,22,7c,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",2.67,"Focuses on the compromise, but has a bit of a harsher tone and almost shames the Chinese officer into complying.",,1485,"We both know the refugee situation is dire. If we can't work together, there will be dire consequences. What do you think is the best way to solve this problem?",rewrite,31N2WW6R9RQW4QIXVVHSHBP4SS33FWc,7c,,3
342,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1419,He is unavailable to meet today.,rewrite,3S06PH7KSR43W3QMHL8J5I7MIV41DMc,3c,,3
889,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1539,"we have all the supplies for the near term, we just need manpower, can you spare a few of the available ones to help us?",rewrite,39DD6S19JPB5J5PULRSV3U9JVMQZEAa,7a,,1
304,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1451,The commander was regrettably assigned to another mission; thus he's unable to attend today's meeting with you.,rewrite,3Q5ZZ9ZEVOFQ3QVE10ZFMG62JKE584b,3b,,5
181,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,363,I am replacing the officer in charge of this mission as he was detained unexpectedly.,rewrite,354P56DE9K3N9EO63RKH1RKZMKJS79c,2c,,5
15,4,4,2a,"No, he is not here. I am taking his place.",1.0,This answer is too curt and could be insulting to a Chinese officer senior in rank to you because you provide no explanation for the absence of your superior officer.,,19,He is unavailable at ther moment. I am here in his place.,rewrite,3P59JYT76LKH2D4FMF8CF5ZDBP62TPa,2a,,1
1297,32,32,10b,Can you explain to me why we are setting up two individual aid stations?,2.0,"Asking the team leader to explain to you will likely make him angry that he has to justify himself to a peer, and doing this in public will most likely embarrass him.",,1048,Please elaborate on this two aid station idea. ,rewrite,3ZAK8W07I4EP6GGQ7XU81DS0Z3O0UNb,10b,,1
85,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,419,He has been tasked with other matters. He has placed me in charge of the our team.,rewrite,3LJ7UR74RHDTAEEITX5OZLQJ8KX4N3b,2b,,3
207,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,57,"Unfortunately, my captain could not make it as an unexpected matter came up, however in his absence he has given me the responsibility to discuss. I apologize on his behalf.",feedback,3P529IW9KYLDKU8M11LSDXJLQGOLFOc,2c,,5
374,10,10,4a,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",5.0,"Moderately appropriate, displays understanding and empathy towards the officer and his need to know, but is direct in telling him he will not comply.",,859,I thank you for looking out for your team and I look forward to informing you of all the details this afternoon during the brief.,rewrite,3K9FOBBF2HJP8ML3ZP45L2SUU68NLVa,4a,,5
940,22,22,7c,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",2.67,"Focuses on the compromise, but has a bit of a harsher tone and almost shames the Chinese officer into complying.",,1597,All we need is a few extra men of yours to complete this mission so Im sure we can figure this out.,rewrite,3JZQSN0I3QAXY2ULQAOC05EDWX4GFDc,7c,,3
724,17,17,6b,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",2.0,Worst option since the tone is quite casual and seems to be flippant of the Chinese Officers situation.,,142,I wanted to tell you the plan for the mission and work together better,rewrite,3IGI0VL647KXE7O0CHKXDJWOPAFONDb,6b,,1
521,13,13,5a,"I'd really prefer just to wait until the brief, if that is ok.",1.0,It is very direct and centered on the speaker's discomfort with sharing information rather than make up a reason or simply share. Depending on the tone could display distrust.,,694,"I would prefer to discuss it after the brief, if that is amenable to you.",rewrite,3HHRAGRYX85CP5K6B71SVI14KLX9OYa,5a,,1
538,13,13,5a,"I'd really prefer just to wait until the brief, if that is ok.",1.0,It is very direct and centered on the speaker's discomfort with sharing information rather than make up a reason or simply share. Depending on the tone could display distrust.,,691,If it's ok I'd really like to wait until the brief.,rewrite,3G2UL9A02DEIMGQ9WEHE0MO74VK760a,5a,,1
178,6,6,2c,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,5.0,"This is the best answer because it provides an excuse for the absence of your boss. Failing to do so would result in a loss of face for the Chinese Captain, because it would demonstrate that your officer does not have time to meet Captain Wang.",,21,I am in charge due to unforeseen business that came up for him.,rewrite,3P59JYT76LKH2D4FMF8CF5ZDBP62TPc,2c,,5
1550,41,41,13b,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,2.67,"By asking for the team leader's reasoning instead of calling him out, you create a nonthreatening basis for discussion and also offer a valid point of your own.",,1188,How does your plan benefit us? People won't get what they need if the supplies are cut in half.,rewrite,3GNCZX450IN8FO6CIDS7GDHE08FPAEb,13b,,3
860,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1603,May you give us a couple of your men who are available to aid us?  We need the strength of these men and have the included supplies for the near term.,rewrite,3KB8R4ZV1E77LLI5L82GHFNSHZ6GBPa,7a,,1
1421,36,36,11b,Why does it have to be in private? We don't have a ton of time. ,1.33,"Questioning the team leader's authority will be seen as an attack on his legitimacy as a leader, and will set the stage for future hostile interactions.",,530,"Why do you have to do it so secretly? We don't have much time, you know?",rewrite,3R6BYFZZP7C8KOPBFKOGORE8ZN2FX6b,11b,,1
1490,39,39,12c,"Hello, sir. Have you eaten yet?",1.0,"Asking if someone has eaten yet is an extremely common and polite way to initiate a Chinese conversation. However, since you have already been together in the recent past, this step is not efficient and unnecessary.",,603,Are you hungry?,rewrite,3QIYRE09Y3HCIFHZ6FMM1NJGWZAN1Uc,12c,,1
1222,30,30,9c,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",3.33,Ties the two parties together and points out a potential reason why the issue exists with the supplies.,,276,"Did you just point at the container here? Is that the issue? We really can make this work together, we need to.",rewrite,3FQ5JJ512LOEOG3LEPS462FF550KNKc,9c,,3
1276,31,31,10a,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",3.0,"Although asking to talk in private is the appropriate response, you addressed your interests in a tactful and respectful manner, and the team leader will most likely not find fault with your wording. He will, however, be flustered that you addressed a potential flaw in front of his subordinates.",,963,"Yes, I think there are a few problems with your plans. Why are we setting up two aid stations?",rewrite,3BWI6RSP7G9MZVJO2W0CCAGKLTZE7Ja,10a,,3
1608,42,42,14a,"Our medics are better at doing this sort of thing, and your men are better at site security.",2.67,"You mentioned each team's relative strengths, but unless you incentivize their job's importance and appeal to the leader's pride, they will keep doing what they were doing.",,1300,"Your men are better at this site security, the medics here are better at this sort of procedure. ",rewrite,3TEM0PF1Q5X3PE54L24JRDOCD3T0DDa,14a,,3
1600,42,42,14a,"Our medics are better at doing this sort of thing, and your men are better at site security.",2.67,"You mentioned each team's relative strengths, but unless you incentivize their job's importance and appeal to the leader's pride, they will keep doing what they were doing.",,1297,"The medics we have are better at these things, while you have better men at site security.",rewrite,3R2UR8A0IAG2Q124EN76BLNMROJXO0a,14a,,3
